user_id,used_favorites,revenue,revenue_0,revenue_1
205105,1,1057.0189190146968,1037.0189190146968,1057.0189190146968
187143,0,1061.5784625679694,1061.5784625679694,1071.5784625679694
190405,0,1065.078049404283,1065.078049404283,1075.078049404283
190487,1,838.9830470744774,818.9830470744774,838.9830470744774
191840,0,1130.772272840143,1130.772272840143,1140.772272840143
119192,0,1003.7902015518331,1003.7902015518331,1013.7902015518331
174539,0,1021.7542956492055,1021.7542956492055,1031.7542956492055
163734,1,962.147079415698,942.147079415698,962.147079415698
173136,0,1053.752366909528,1053.752366909528,1063.752366909528
200989,0,1258.7836543157887,1258.7836543157887,1268.7836543157887
141134,0,1064.8706878194728,1064.8706878194728,1074.8706878194728
105117,1,854.9447151059378,834.9447151059378,854.9447151059378
209156,0,1082.6002014617193,1082.6002014617193,1092.6002014617193
109029,0,1129.9167045993067,1129.9167045993067,1139.9167045993067
164388,1,1165.5971025417848,1145.5971025417848,1165.5971025417848
118381,0,1007.2125155544215,1007.2125155544215,1017.2125155544215
212890,1,1084.5372037765837,1064.5372037765837,1084.5372037765837
188025,0,1044.4658466517974,1044.4658466517974,1054.4658466517974
191000,1,990.7126248449299,970.7126248449299,990.7126248449299
183904,1,881.0358709612991,861.0358709612991,881.0358709612991
118999,0,875.1911613502881,875.1911613502881,885.1911613502881
139369,0,1078.3320455060166,1078.3320455060166,1088.3320455060166
154943,0,933.5781224687323,933.5781224687323,943.5781224687323
144137,0,1109.9814566423604,1109.9814566423604,1119.9814566423604
138853,0,1145.005350456248,1145.005350456248,1155.005350456248
184418,0,1123.1538785693115,1123.1538785693115,1133.1538785693115
128888,0,854.1408678717221,854.1408678717221,864.1408678717221
100301,0,826.5422369871618,826.5422369871618,836.5422369871618
131113,0,953.6921360271015,953.6921360271015,963.6921360271015
110844,0,938.7591188327156,938.7591188327156,948.7591188327156
185800,1,1052.2593232177146,1032.2593232177146,1052.2593232177146
148046,0,1029.463793946723,1029.463793946723,1039.463793946723
136954,1,1016.1403306314087,996.1403306314087,1016.1403306314087
125024,0,1057.5687008835826,1057.5687008835826,1067.5687008835826
138781,0,891.1929237311149,891.1929237311149,901.1929237311149
140694,0,949.5206706191548,949.5206706191548,959.5206706191548
172095,0,913.0452298408803,913.0452298408803,923.0452298408803
