hotel_id,date,region,treated,revenue,price,availability
134007,2025-01-01,B,0,111.8046439189633,92.71851851227055,0.5142144636418745
134007,2025-01-02,B,0,107.83975544375053,92.71851851227055,0.6654736254210163
134007,2025-01-03,B,0,118.87498849758538,92.71851851227055,0.5881690279783685
134007,2025-01-04,B,0,117.65258403872754,92.71851851227055,0.5743153556181074
134007,2025-01-05,B,0,122.34728648601282,92.71851851227055,0.6517268227514985
134007,2025-01-06,B,0,113.74360179878427,92.71851851227055,0.6176836547965461
134007,2025-01-07,B,0,111.7561245008207,92.71851851227055,0.6210920232841585
134007,2025-01-08,B,0,117.99864509143805,92.71851851227055,0.6277461577255188
134007,2025-01-09,B,0,116.10279633930664,92.71851851227055,0.6168178552885767
134007,2025-01-10,B,0,120.33197024540952,92.71851851227055,0.6330118054490776
134007,2025-01-11,B,0,122.9160831998735,92.71851851227055,0.735317210991181
134007,2025-01-12,B,0,123.41731748364401,92.71851851227055,0.5781513703775853
134007,2025-01-13,B,0,114.91831448165625,92.71851851227055,0.6662685017636368
134007,2025-01-14,B,0,118.04984098112953,92.71851851227055,0.5551451691928706
134007,2025-01-15,B,0,116.06011408982444,92.71851851227055,0.554932908183368
134007,2025-01-16,B,0,114.36049781118881,92.71851851227055,0.4627050687428674
134007,2025-01-17,B,0,113.82250779075214,92.71851851227055,0.45393401233928626
134007,2025-01-18,B,0,112.3190257023956,92.71851851227055,0.4529354922748532
134007,2025-01-19,B,0,115.47266811639122,92.71851851227055,0.5266986812831229
134007,2025-01-20,B,0,117.18546213868889,92.71851851227055,0.6190946071841724
134007,2025-01-21,B,0,110.50169981267511,92.71851851227055,0.43541835195328427
134007,2025-01-22,B,0,117.04089605794933,92.71851851227055,0.4785897718336205
134007,2025-01-23,B,0,108.66198949873706,92.71851851227055,0.4735771052839461
134007,2025-01-24,B,0,114.31749953623638,92.71851851227055,0.4298475032250196
134007,2025-01-25,B,0,117.60883809914164,92.71851851227055,0.4629095327947188
134007,2025-01-26,B,0,113.37406343694234,92.71851851227055,0.44993480446903494
134007,2025-01-27,B,0,105.57331547190273,92.71851851227055,0.42280881492511935
134007,2025-01-28,B,0,112.66672608580184,92.71851851227055,0.5557312072724545
134007,2025-01-29,B,0,108.01337214319814,92.71851851227055,0.3805995048887601
134007,2025-01-30,B,0,115.70260317144958,92.71851851227055,0.5478395130576545
134007,2025-01-31,B,0,115.0422805902146,92.71851851227055,0.5880850221620649
134007,2025-02-01,B,0,110.28504492713704,92.71851851227055,0.5242297097218508
134007,2025-02-02,B,1,124.28823020138702,92.71851851227055,0.60659657720348
134007,2025-02-03,B,0,114.24066302207277,92.71851851227055,0.5485178490312244
134007,2025-02-04,B,0,106.41304039749924,92.71851851227055,0.552695628839499
134007,2025-02-05,B,1,122.4312594523413,92.71851851227055,0.663587062125486
134007,2025-02-06,B,1,138.6254191609844,92.71851851227055,0.7272678538079879
134007,2025-02-07,B,1,123.1103256637363,92.71851851227055,0.6190373969622922
134007,2025-02-08,B,1,126.23544381271155,92.71851851227055,0.6023705563926318
134007,2025-02-09,B,0,110.16942247621746,92.71851851227055,0.5879658298795976
134007,2025-02-10,B,1,130.4344101598096,92.71851851227055,0.6903385320553596
134007,2025-02-11,B,0,100.93848419211528,92.71851851227055,0.4216747613725388
134007,2025-02-12,B,0,105.55492454363501,92.71851851227055,0.44809753130578817
134007,2025-02-13,B,0,104.02966795997918,92.71851851227055,0.43888375597749396
134007,2025-02-14,B,0,106.20974750267193,92.71851851227055,0.4914604220544074
134007,2025-02-15,B,0,115.92985555159423,92.71851851227055,0.46180484132632227
134007,2025-02-16,B,0,103.97252378042369,92.71851851227055,0.38464857854773843
134007,2025-02-17,B,0,103.08638918055429,92.71851851227055,0.3988252115580005
134007,2025-02-18,B,0,99.72525906136171,92.71851851227055,0.2883881217108597
134007,2025-02-19,B,0,106.33194844226263,92.71851851227055,0.25218362644183656
134007,2025-02-20,B,0,107.73536394619325,92.71851851227055,0.29007605264275
134007,2025-02-21,B,0,93.40707360700834,92.71851851227055,0.34797678442625535
134007,2025-02-22,B,0,96.49589258521536,92.71851851227055,0.23548885651259027
134007,2025-02-23,B,0,104.30643808974088,92.71851851227055,0.371330454977829
134007,2025-02-24,B,0,108.05023237748553,92.71851851227055,0.21201807019364538
134007,2025-02-25,B,0,99.79811308486259,92.71851851227055,0.24981635216893597
134007,2025-02-26,B,0,93.9007641945843,92.71851851227055,0.23919349069966395
134007,2025-02-27,B,0,107.24588038120285,92.71851851227055,0.3103914551188404
134007,2025-02-28,B,0,100.1473868026549,92.71851851227055,0.3073033048847475
134007,2025-03-01,B,0,107.6927051225374,92.71851851227055,0.2894715423891776
522272,2025-01-01,B,0,85.8599179510134,89.39433321326976,0.656068268552284
522272,2025-01-02,B,0,86.16767069725962,89.39433321326976,0.6061999155320272
522272,2025-01-03,B,0,92.57373939973218,89.39433321326976,0.6568066396109603
522272,2025-01-04,B,0,98.23310995226387,89.39433321326976,0.7716245288268946
522272,2025-01-05,B,0,88.88824012130897,89.39433321326976,0.7696933327758795
522272,2025-01-06,B,0,91.48456310976644,89.39433321326976,0.7238239908928404
522272,2025-01-07,B,0,92.48141621480607,89.39433321326976,0.7397711108690854
