id,time,x_1,x_2,t,y
0,0,-0.42375968202270325,0.4997349345642435,0.8297195835134812,5.864013541442059
0,1,-0.45341410838385404,-0.4276737248344239,1.3048800619342267,10.705622202725047
0,2,-1.795643172630015,0.24712682121900031,6.176609630091737,199.31361742697914
0,3,-0.3300901917014373,-1.455367989998174,-0.22962306354018513,-0.9142820075813086
0,4,0.732829081821745,2.2745117760454994,11.006684921302593,627.9911468645826
0,5,-1.2742321190767951,0.4147532103378641,3.2587925157583033,61.27023046409282
0,6,1.0484826510505925,1.7074934932451722,9.366014134710374,453.2993447760228
0,7,0.4877748210843382,-0.26610422577886245,4.00926769042331,84.77743469980831
0,8,-0.7342333219710379,-1.0498666172566868,3.4187860836019768,63.19850326414763
0,9,-0.14152963733784743,-0.491543375676984,3.2040213857018256,57.756750928038976
1,0,1.598321807641033,-0.043817675625186944,2.690157093432572,41.28157953614838
1,1,0.7335478135058658,-0.11657928344286181,1.4289763887087346,12.145472781511971
1,2,0.008783654898147817,1.8615622878032811,4.710450732257957,120.6954587520211
1,3,-0.2376833169609843,-0.8557283424419683,1.3800135669147624,8.635980638825364
1,4,0.07660907045165961,-0.6047721551166654,-0.3635111338983299,1.2449169969760376
1,5,-0.5117635579423034,0.7130040105790193,2.044958606854577,25.401027080904996
1,6,-2.1047495057190146,-1.5866642814265806,5.757714189344018,171.05912477759128
1,7,2.042177910534731,-0.04050546234880619,8.634648564810755,383.8616743201671
1,8,0.15532499919940146,0.14172043332452683,3.261195664231466,56.959657410722116
1,9,0.3981472651225371,0.4333497400914126,1.9319658330769416,23.12564197295812
2,0,-0.05790774987690872,0.34887335945318554,1.2891385485862952,7.871565893188419
2,1,-0.735116800724588,1.9877373594107541,7.721991284590248,313.43564202040153
2,2,-0.18592448094877073,-0.8847625277077265,0.8911328877584684,5.3757444879848135
2,3,-1.5993947621943112,-0.6443528002265956,3.3034276495685373,62.780783334759626
2,4,2.2770864980533045,0.6094503307635724,10.861325973023016,603.8606771765658
2,5,-1.234511998422396,0.2263837652488236,3.443101902654256,66.20186600250258
2,6,-1.0319662838471795,0.35122807165552666,4.396504523123585,103.1496620936905
2,7,-0.4402592043864004,-1.4051519328541158,2.168393288094969,25.9800643455601
2,8,1.2880757248523775,2.1810786031278533,16.046673805067947,1311.4960777775716
2,9,0.014508999262654136,0.4515260882800095,4.193951960445956,93.935074496037
3,0,-1.2361357960304624,-1.5820931895933386,1.2072018444711465,9.079157978421492
3,1,1.2543383607573395,0.6113053450891148,5.232542839747637,143.56646385913092
3,2,0.7310006267854814,-1.103358229962956,1.361577540748172,12.602816622345642
3,3,0.5384349572164524,0.9291307848531186,3.5034634993757128,66.79933072716356
3,4,0.7157342411708404,-1.3155942413384911,2.532510983968939,33.45698088313852
3,5,2.394361900582451,1.0060527688187617,12.22449808076135,765.1547158139433
3,6,2.185094895036112,-1.2207799300260391,7.14817742174074,267.42303569293995
3,7,-0.6867153430032953,-0.9743255085805093,4.82968268652939,123.90898706532471
3,8,1.6238849928111523,0.13767546433303526,8.591740992641535,381.981348569835
3,9,0.3831681897589003,-0.6116575086740698,3.105346311510523,54.34908255762647
4,0,0.4990958161377494,-0.554427406365202,-1.16393656474259,5.121400924577121
4,1,-1.6922708316433286,-1.5298266245907397,1.8228572739617082,17.121664895879867
4,2,-0.17038576538819597,-0.3297571717392786,3.9805191100955426,80.90150444233088
4,3,-0.8128235903365649,0.883847154658172,2.2686165970742183,28.297062994935803
4,4,0.8280588148933092,1.8783710419486188,6.728327024926165,239.86349601545618
4,5,1.071080500402805,0.8275593086025934,1.631777452282646,20.53111333894074
4,6,-2.0744863510163114,0.6847956370583456,8.637037313171588,385.84115620549557
4,7,-0.02203486400427045,-1.6885044763812656,-1.3088725681971773,6.127601690950378
4,8,1.1218615047942522,-0.02875191495491361,3.705134450605852,75.62091670256859
4,9,-0.18667896231344497,-0.6516166351813144,2.133750588703802,25.271487914346913
5,0,0.7290636450023644,-1.510696691323003,-2.494933002932485,26.98455529455715
5,1,0.35116546762708406,-1.2721074956524567,-2.3964213324772636,25.63701228426413
5,2,0.34166023195262635,0.6679803593175242,-0.18717683506456684,1.5091860499273515
5,3,-0.27131497806829746,-0.5573410614677611,-2.114248956679716,23.15783791341626
5,4,-1.2165808041357096,-1.4750331661994045,-0.4591231221720383,2.608179976593229
5,5,-1.1215301474250274,-0.636299910773665,3.340064075732532,60.07263471517222
5,6,0.7093525144553172,0.28946624230039625,1.3963468202129916,12.937745735029516
5,7,0.019458255518883118,-0.6742512389484298,2.0416204047623356,24.15025524351219
5,8,-0.13851224460722475,-1.2100933086558159,-0.9397563507105196,5.561684421176951
5,9,-0.42389004232235256,-0.9202051415409995,2.4849391599027446,34.286960016940924
6,0,-0.30518884548075176,0.8844602777885678,1.6591606863631108,17.628304594649734
6,1,1.0469117944881394,-2.0778551285500773,-4.3095736620387335,85.19814075668495
6,2,-0.33524408186802673,-0.268027509668098,3.640258871314678,71.57593709851389
6,3,-1.3410647133015687,-0.11515013296974284,2.834535488716485,47.32381345817705
6,4,0.7436517755401733,-0.7558866052927178,3.815549649530241,79.44448966305247
6,5,-0.20487666386471723,-0.958138528822134,3.2282700203362573,55.90623894433553
6,6,0.03139586553277644,0.9834290602012202,3.8210548878058734,80.63085120579842
6,7,1.6075783063995104,0.9800116147520893,6.89366311712163,251.17288933510667
6,8,-0.020560557350507186,0.10531920212431828,4.0499105479741155,88.93879749473622
6,9,0.28918367311872534,-0.5433706383783271,3.814517032575238,80.22201289065848
7,0,-1.1789234912983253,0.11262210854617324,3.887254713762619,79.02828470673361
7,1,-0.21966945235096014,0.40438366235796686,2.0623101812629363,23.844807965818525
7,2,0.6095260452086012,-0.11186955300083393,1.923595493850986,22.920264880184323
7,3,-1.5553737338412423,0.4313533369795894,4.291622548598243,98.59306099330568
7,4,0.20084509311570958,-0.35362446580298684,1.8718507967617126,21.79111858546551
7,5,0.1007910726448063,-3.151305662897851,-22.606288675305898,2511.9899875678943
7,6,0.04128745558743938,-0.1934198631689235,2.428932016585195,34.22295439974998
7,7,1.0371588986582432,0.6849357683193177,4.497320275198045,108.47399467273881
7,8,0.3344385148485215,0.030658883918402494,2.727402771581648,42.95458885635815
7,9,1.478071898356444,0.34366871002279964,5.5110990091683245,161.20700805261666
8,0,-0.9935895155940362,-0.2713309413352472,0.758969742997079,5.7802534462876025
8,1,0.13592456721834797,-0.19298577655081656,-0.012308648885124979,-1.8651598188047864
8,2,0.08446678638994742,0.17083973424274496,0.22258006815072373,0.3397578844856603
8,3,-1.06925449375508,1.9435567066642494,7.974418983894078,330.62459601907204
8,4,0.9562950020913461,0.8422820033876633,0.6724246477452536,6.467836720734341
8,5,2.324673305852818,0.7099748690550325,8.629043926021598,383.4852327638079
